受理号,药品名称,注册申请人,承办日期,申请日期,公示日期,状态,拟定适应症（或功能主治）
CYHS1800270,苯磺酸氨氯地平片,广东东阳光药业有限公司,2018-09-19,2018-09-25,2018-11-07,已纳入,
CYHS1800296,盐酸曲美他嗪缓释片,北京万生药业有限责任公司,2018-09-28,2018-09-28,2018-11-07,已纳入,
CXSS1800018,阿达木单抗注射液,百奥泰生物科技（广州）有限公司,2018-08-27,2018-08-27,2018-11-07,已纳入,
CXSS1800019,替雷利珠单抗注射液,百济神州（上海）生物科技有限公司,2018-09-06,2018-09-06,2018-11-07,已纳入,本品适用于复发或难治性经典型霍奇金淋巴瘤（cHL）成人患者。
CXSS1800023,注射用重组抗HER2人源化单克隆抗体,三生国健药业（上海）股份有限公司,2018-09-10,2018-09-25,2018-11-07,已纳入,本品适用于HER2过度表达的转移性乳腺癌：与长春瑞滨联合治疗已接受过1个或多个化疗方案的转移性乳腺癌患者。
JXSS1800018,帕博利珠单抗注射液,默沙东研发（中国）有限公司,2018-09-18,2018-09-18,2018-11-07,已纳入,帕博利珠单抗联合培美曲塞和铂类化疗适用于表皮生长因子受体（EGFR）基因突变阴性和间变性淋巴瘤激酶（ALK）阴性的转移性非鳞状非小细胞肺癌（NSCLC）的一线治疗。
JXSS1800020,帕妥珠单抗注射液,罗氏（中国）投资有限公司,2018-09-29,2018-10-08,2018-11-07,已纳入,帕妥珠单抗联合赫赛汀和化疗用于HER2阳性、局部晚期、炎性或早期乳腺癌患者（直径大于2 cm或淋巴结阳性）的新辅助治疗，作为早期乳腺癌整体治疗方案的一部分
CXHS1800019,盐酸拉维达韦,歌礼生物科技（杭州）有限公司,2018-08-06,2018-08-07,2018-10-25,已纳入,盐酸拉维达韦片与其他药物联合，用于治疗成人慢性丙型肝炎病毒感染。盐酸拉维达韦片不得作为单药治疗。
CYHS1700277,艾塞那肽,青海晨菲制药有限公司,2018-08-22,2018-08-23,2018-10-25,已纳入,本品用于改善2型糖尿病患者的血糖控制，适用于单用二甲双胍、磺酰脲类，以及二甲双胍合用磺酰脲类，血糖仍控制不佳的患者。
CYHS1700686,盐酸西那卡塞,江苏嘉逸医药有限公司,2018-08-02,2018-08-13,2018-10-25,已纳入,用于治疗慢性肾脏病（CKD）维持性透析患者的继发性甲状旁腺功能亢进症
CXHS1800020,盐酸拉维达韦片,歌礼生物科技（杭州）有限公司,2018-08-06,2018-08-07,2018-10-17,已纳入,盐酸拉维达韦片与其他药物联合，用于治疗成人慢性丙型肝炎病毒感染。盐酸拉维达韦片不得作为单药治疗。
CYHS1700278,艾塞那肽注射液,青海晨菲制药有限公司,2018-08-22,2018-08-23,2018-10-17,已纳入,本品用于改善2型糖尿病患者的血糖控制，适用于单用二甲双胍、磺酰脲类，以及二甲双胍合用磺酰脲类，血糖仍控制不佳的患者。
CYHS1700279,艾塞那肽注射液,青海晨菲制药有限公司,2018-08-22,2018-08-23,2018-10-17,已纳入,本品用于改善2型糖尿病患者的血糖控制，适用于单用二甲双胍、磺酰脲类，以及二甲双胍合用磺酰脲类，血糖仍控制不佳的患者。
CYHS1700411,盐酸安非他酮缓释片,宜昌人福药业有限责任公司,2018-08-02,2018-08-03,2018-10-17,已纳入,"1、抑郁症(MDD)的治疗；
2、预防季节性情感障碍(SAD)患者季节性抑郁症发作。"
CYHS1700412,盐酸安非他酮缓释片,宜昌人福药业有限责任公司,2018-08-02,2018-08-03,2018-10-17,已纳入,1、抑郁症(MDD)的治疗； 2、预防季节性情感障碍(SAD)患者季节性抑郁症发作。 
CYHS1700687,盐酸西那卡塞片,江苏嘉逸医药有限公司,2018-08-02,2018-08-13,2018-10-17,已纳入,用于治疗慢性肾脏病（CKD）维持性透析患者的继发性甲状旁腺功能亢进症
CYHS1800170,头孢地尼胶囊,成都倍特药业有限公司,2018-07-20,2018-08-13,2018-10-17,已纳入,"对头孢地尼敏感的葡萄球菌属、链球菌属、肺炎球菌、消化链球菌、丙酸杆菌、淋病奈瑟氏菌、卡他莫拉菌、大肠埃希菌、克雷伯菌属、奇异变形杆菌、普鲁威登斯菌属、流感嗜血杆菌等菌株所引起的下列感染：
？ 咽喉炎、扁桃体炎、急性支气管炎、肺炎；
？ 中耳炎、鼻窦炎；
？ 肾盂肾炎、膀胱炎、淋菌性尿道炎；
？ 附件炎、宫内感染、前庭大腺炎；
？ 乳腺炎、肛门周围脓肿、外伤或手术伤口的继发感染；
？ 毛囊炎、疖、疖肿、痈、传染性脓疱病、丹毒、蜂窝组织炎、淋巴管炎、甲沟炎、皮下脓肿、粉瘤感染、慢性脓皮症；
？ 眼睑炎、麦粒肿、睑板腺炎。"
CYHS1800187,泊马度胺胶囊,正大天晴药业集团股份有限公司,2018-08-14,2018-08-15,2018-10-17,已纳入,多发性骨髓瘤：本品与地塞米松联合，适用于已经接受至少两种先前疗法（包括来那度胺和蛋白酶体抑制剂）的多发性骨髓瘤患者，并显示在最后一次治疗结束的60天或60天内发生疾病进展。
CYHS1800188,泊马度胺胶囊,正大天晴药业集团股份有限公司,2018-08-14,2018-08-15,2018-10-17,已纳入,多发性骨髓瘤：本品与地塞米松联合，适用于已经接受至少两种先前疗法（包括来那度胺和蛋白酶体抑制剂）的多发性骨髓瘤患者，并显示在最后一次治疗结束的60天或60天内发生疾病进展。
CYHS1800189,西格列汀二甲双胍片,广东东阳光药业有限公司,2018-08-06,2018-08-06,2018-10-17,已纳入,本品配合饮食和运动治疗，用于经二甲双胍单药治疗血糖仍控制不佳或正在接受二者联合治疗的2型糖尿病患者。
CYHS1800190,西格列汀二甲双胍片,广东东阳光药业有限公司,2018-08-06,2018-08-06,2018-10-17,已纳入,本品配合饮食和运动治疗，用于经二甲双胍单药治疗血糖仍控制不佳或正在接受二者联合治疗的2型糖尿病患者。
CYHS1800199,匹伐他汀钙片,南京长澳制药有限公司,2018-08-14,2018-08-16,2018-10-17,已纳入,适用于高胆固醇血症和混合型高脂血症。冠心病和脑卒中的防治。
CYHS1800205,去氧孕烯炔雌醇片,南通联亚药业有限公司,2018-08-07,2018-08-08,2018-10-17,已纳入,避孕。
CYHS1800216,达比加群酯胶囊,正大天晴药业集团股份有限公司,2018-08-15,2018-08-22,2018-10-17,已纳入,"预防存在以下一个或多个危险因素的成人非瓣膜性房颤患者的卒中和全身性栓塞（SEE）：
先前曾有卒中、短暂性脑缺血发作或全身性栓塞
左心室射血分数＜40%
伴有症状的心力衰竭、纽约心脏病协会（NYHA）心功能分级≥2级
年龄≥75岁
年龄≥65岁，且伴有以下任一疾病：糖尿病、冠心病或高血压
"
CYHS1800220,盐酸伊立替康注射液,江苏恒瑞医药股份有限公司,2018-08-17,2018-08-20,2018-10-17,已纳入,本品适用于晚期大肠癌患者的治疗：与5-氟尿嘧啶和亚叶酸联合治疗既往未接受化疗的晚期大肠癌患者；作为单一用药，治疗经含5-氟尿嘧啶化疗方案治疗失败的患者。
CYHS1800226,塞来昔布胶囊,石药集团欧意药业有限公司,2018-08-24,2018-08-24,2018-10-17,已纳入,1、用于缓解骨关节炎（OA）的症状和体征。2、用于缓解成人类风湿关节炎（RA）的症状和体征。3、用于治疗成人急性疼痛（AP）。4、用于缓解强直性脊柱炎的症状和体征。
CYHS1800227,塞来昔布胶囊,石药集团欧意药业有限公司,2018-08-24,2018-08-24,2018-10-17,已纳入,1、用于缓解骨关节炎（OA）的症状和体征。2、用于缓解成人类风湿关节炎（RA）的症状和体征。3、用于治疗成人急性疼痛（AP）。4、用于缓解强直性脊柱炎的症状和体征。
CYHS1800215,盐酸美金刚片,安徽华辰制药有限公司,2018-08-15,2018-08-16,2018-10-17,已纳入,治疗中度至重度阿尔茨海默型痴呆。
JXHS1800009,巴瑞克替尼片,美国礼来亚洲公司上海代表处,2018-03-12,2018-08-24,2018-10-17,已纳入,类风湿关节炎
JXHS1800010,巴瑞克替尼片,美国礼来亚洲公司上海代表处,2018-03-12,2018-08-24,2018-10-17,已纳入,类风湿关节炎
JXSS1800016,阿加糖酶α注射用浓溶液,百深生物科技（上海）有限公司,2018-08-01,2018-08-02,2018-10-17,已纳入,本品用于确诊为法布雷病（α-半乳糖苷酶A缺乏症）患者的长期酶替代治疗。
CXSS1800017,重组抗VEGF人源化单克隆抗体注射液,齐鲁制药有限公司,2018-08-15,2018-08-15,2018-10-17,已纳入,"转移性结直肠癌
重组抗VEGF人源化单克隆抗体注射液联合以5-氟尿嘧啶为基础的化疗，适用于转移性结直肠癌患者的治疗。
晚期、转移性或复发性非小细胞肺癌
重组抗VEGF人源化单克隆抗体注射液联合卡铂和紫杉醇用于不可切除的晚期、转移性或复发性非鳞状细胞非小细胞肺癌患者的一线治疗。
"
CXHS1800015,甲磺酸氟马替尼,江苏豪森药业集团有限公司,2018-07-20,2018-07-21,2018-09-19,已纳入,本品制剂用于治疗费城染色体阳性的慢性髓性白血病（Ph+ CML）慢性期成人患者。
CYHS1700615,西他沙星,深圳信立泰药业股份有限公司,2018-07-06,2018-07-24,2018-09-19,已纳入,"本品敏感菌种包括葡萄球菌属、链球菌属、肺炎球菌、肠球菌属、莫拉氏菌属（布兰汉氏球菌属）/卡他莫拉氏菌属、大肠菌、柠檬酸杆菌属、克雷白氏杆菌属、肠杆菌属、沙雷氏菌属、变形杆菌属、摩氏摩根菌、流感病毒菌、绿脓杆菌、嗜肺军团菌、消化链球菌属、普氏菌属、卟啉单胞菌属、梭杆菌属、沙眼衣原体（衣原体？沙眼）、肺炎衣原体（衣原体？肺炎链球菌）、肺炎支原菌属（支原菌属？肺炎链球菌）。
适用于治疗成人（≥18岁）敏感菌所引起的下列感染：
？	咽喉炎、扁桃体炎（扁桃体的炎症，包括扁桃体周围脓肿）、急性支气管炎（由于使用氟喹诺酮类药物（包括西他沙星）已有报道发生严重不良反应，且对于一些患者，慢性支气管炎急性发作有自限性，应在没有其他药物治疗时方可使用西他沙星）、肺炎、慢性呼吸系统疾病的继发感染；
？	膀胱炎、肾盂肾炎、尿道炎（由于使用氟喹诺酮类药物（包括西他沙星）已有报道发生严重不良反应，且对于一些患者，单纯性尿路感染/急性非复杂性膀胱炎有自限性，应在没有其他药物治疗时方可使用西他沙星）；
？	宫颈炎；
？	中耳炎、鼻窦炎（由于使用氟喹诺酮类药物（包括西他沙星）已有报道发生严重不良反应，且对于一些患者，急性细菌性鼻窦炎有自限性，应在没有其他药物治疗时方可使用西他沙星）；
？	牙周炎、冠周炎、颌骨炎症。
"
CXHS1800016,甲磺酸氟马替尼片,江苏豪森药业集团有限公司,2018-07-20,2018-07-21,2018-09-11,已纳入,本品用于治疗费城染色体阳性的慢性髓性白血病（Ph+ CML）慢性期成人患者。
CXHS1800017,甲磺酸氟马替尼片,江苏豪森药业集团有限公司,2018-07-20,2018-07-21,2018-09-11,已纳入,本品用于治疗费城染色体阳性的慢性髓性白血病（Ph+ CML）慢性期成人患者。
CYHS1800123,盐酸伐地那非片,四川科伦药业股份有限公司,2018-06-21,2018-07-18,2018-09-11,已纳入,本品适用于治疗男性勃起功能障碍。
CYHS1800124,盐酸伐地那非片,四川科伦药业股份有限公司,2018-06-21,2018-07-18,2018-09-11,已纳入,本品适用于治疗男性勃起功能障碍。
CYHS1700566,盐酸伊立替康注射液,四川汇宇制药有限公司,2018-06-28,2018-07-02,2018-09-11,已纳入,本品适用于晚期大肠癌患者的治疗：与5-氟尿嘧啶和亚叶酸联合治疗既往未接受化疗的晚期大肠癌患者；作为单一用药，治疗经含5-氟尿嘧啶化疗方案治疗失败的患者。
CYHS1700567,盐酸伊立替康注射液,四川汇宇制药有限公司,2018-07-02,2018-07-02,2018-09-11,已纳入,本品适用于晚期大肠癌患者的治疗：与5-氟尿嘧啶和亚叶酸联合治疗既往未接受化疗的晚期大肠癌患者；作为单一用药，治疗经含5-氟尿嘧啶化疗方案治疗失败的患者。 
CYHS1700616,西他沙星片,深圳信立泰药业股份有限公司,2018-07-06,2018-07-24,2018-09-11,已纳入,"本品敏感菌种包括葡萄球菌属、链球菌属、肺炎球菌、肠球菌属、莫拉氏菌属（布兰汉氏球菌属）/卡他莫拉氏菌属、大肠菌、柠檬酸杆菌属、克雷白氏杆菌属、肠杆菌属、沙雷氏菌属、变形杆菌属、摩氏摩根菌、流感病毒菌、绿脓杆菌、嗜肺军团菌、消化链球菌属、普氏菌属、卟啉单胞菌属、梭杆菌属、沙眼衣原体（衣原体？沙眼）、肺炎衣原体（衣原体？肺炎链球菌）、肺炎支原菌属（支原菌属？肺炎链球菌）。
适用于治疗成人（≥18岁）敏感菌所引起的下列感染：
？咽喉炎、扁桃体炎（扁桃体的炎症，包括扁桃体周围脓肿）、急性支气管炎（由于使用氟喹诺酮类药物（包括西他沙星）已有报道发生严重不良反应，且对于一些患者，慢性支气管炎急性发作有自限性，应在没有其他药物治疗时方可使用西他沙星）、肺炎、慢性呼吸系统疾病的继发感染；
？膀胱炎、肾盂肾炎、尿道炎（由于使用氟喹诺酮类药物（包括西他沙星）已有报道发生严重不良反应，且对于一些患者，单纯性尿路感染/急性非复杂性膀胱炎有自限性，应在没有其他药物治疗时方可使用西他沙星）；
？宫颈炎；
？中耳炎、鼻窦炎（由于使用氟喹诺酮类药物（包括西他沙星）已有报道发生严重不良反应，且对于一些患者，急性细菌性鼻窦炎有自限性，应在没有其他药物治疗时方可使用西他沙星）；
？牙周炎、冠周炎、颌骨炎症。
"
CYHS1800093,格隆溴铵注射液,江苏恒瑞医药股份有限公司,2018-06-04,2018-07-03,2018-09-11,已纳入,当逆转非去极化肌肉松弛剂诱导的神经肌肉阻滞时，本品可拮抗胆碱能药物如新斯的明的外周毒蕈碱作用(如心动过缓)。
CYHS1800136,利格列汀二甲双胍片,广东东阳光药业有限公司,2018-07-04,2018-07-04,2018-09-11,已纳入,本品可作为饮食控制和运动的辅助治疗，适用于适合接受利格列汀和二甲双胍治疗的2型糖尿病成年患者，用于改善这些患者的血糖控制水平。
CYHS1800137,利格列汀二甲双胍片,广东东阳光药业有限公司,2018-07-04,2018-07-04,2018-09-11,已纳入,本品可作为饮食控制和运动的辅助治疗，适用于适合接受利格列汀和二甲双胍治疗的2型糖尿病成年患者，用于改善这些患者的血糖控制水平。
CYHS1800138,利格列汀二甲双胍片,广东东阳光药业有限公司,2018-07-04,2018-07-04,2018-09-11,已纳入,本品可作为饮食控制和运动的辅助治疗，适用于适合接受利格列汀和二甲双胍治疗的2型糖尿病成年患者，用于改善这些患者的血糖控制水平。
